"title,""jenis_bentuk_peraturan"",""pemrakarsa"",""nomor"",""tahun"",""tentang"",""tempat_penetapan"",""ditetapkan_tanggal"",""pejabat_yang_menetapkan"",""status"",""dokumen_peraturan"",""jumlah_dilihat"",""jumlah_didownload"",""tahun_pengundangan"",""nomor_pengundangan"",""nomor_tambahan"",""tanggal_pengundangan"",""pejabat_pengundangan"""																									
"Peraturan Daerah Kota Bogor Nomor 46 Tahun 2018,""PERATURAN DAERAH"",""KOTA BOGOR"",""46"",""2018"",""PENGELOLAAN ARSIP DI LINGKUNGAN PEMERINTAH KOTA BOGOR"","""",""29 Juni 2018"","""",""Berlaku"",""https://peraturan.go.id/files/2018-46.pdf"",""9783"",""129"","""",""28"",""46"",""29 Juni 2018"","""""																									
"Peraturan Daerah Kota Bogor Nomor 45 Tahun 2018,""PERATURAN DAERAH"",""KOTA BOGOR"",""45"",""2018"",""PENYELAMATAN ARSIP PENGGABUNGAN ATAU PEMBUBARAN PERANGKAT DAERAH DAN BADAN USAHA MILIK DAERAH DI LINGKUNGAN PEMERINTAHAN KOTA BOGOR"","""",""29 Juni 2018"","""",""Berlaku"",""https://peraturan.go.id/files/2018-45.pdf"",""5155"",""125"","""",""27"",""45"",""29 Juni 2018"","""""																									
"Peraturan Daerah Kota Banjarbaru Nomor 3 Tahun 2018,""PERATURAN DAERAH"",""KOTA BANJARBARU"",""3"",""2018"",""Penyelenggaraan Kearsipan"","""",""15 Mei 2018"","""",""Berlaku"",""https://peraturan.go.id/files/perda_3_Tahun_2018_910.pdf"",""3893"",""180"","""",""3"",""3"",""15 Mei 2018"","""""																									
"Peraturan Daerah Kota Bogor Nomor 47 Tahun 2018,""PERATURAN DAERAH"",""KOTA BOGOR"",""47"",""2018"",""PEDOMAN PENGELOLAAN ARSIP INAKTIF DI LINGKUNGAN PEMERINTAH KOTA BOGOR"","""",""29 Juni 2018"","""",""Berlaku"",""https://peraturan.go.id/files/2018-47.pdf"",""9207"",""121"","""",""29"",""47"",""29 Juni 2018"","""""																									
"Peraturan Daerah Kabupaten Blora Nomor 9 Tahun 2018,""PERATURAN DAERAH"",""KABUPATEN BLORA"",""9"",""2018"",""Penyelenggaraan Kearsipan"","""",""27 Juni 2018"","""",""Berlaku"",""https://peraturan.go.id/files/PERDA-9-2018-KEARSIPAN.pdf"",""1227"",""129"","""",""9"",""9"",""27 Juni 2018"","""""																									
"Peraturan Daerah Kabupaten Luwu Timur Nomor 8 Tahun 2018,""PERATURAN DAERAH"",""KABUPATEN LUWU TIMUR"",""8"",""2018"",""PENYELENGGARAAN KEARSIPAN"","""",""16 Oktober 2018"","""",""Berlaku"",""https://peraturan.go.id/files/perdakab.luwunomor8tahun2018ok.pdf"",""1480"",""168"","""",""8"",""8"",""16 Oktober 2018"","""""																									
"Peraturan Daerah Kabupaten Blitar Nomor 8 Tahun 2018,""PERATURAN DAERAH"",""KABUPATEN BLITAR"",""8"",""2018"",""Penyelenggaraan Kearsipan"","""",""22 September 2018"","""",""Berlaku"",""https://peraturan.go.id/files/PERDA_NOMOR_8_TAHUN_2018.pdf"",""4539"",""156"","""",""8"",""8"",""28 September 2018"","""""																									
"Peraturan Presiden Nomor 118 Tahun 2018,""PERATURAN PRESIDEN"",""PEMERINTAH PUSAT"",""118"",""2018"",""Tunjangan Kinerja Pegawai di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"","""","""","""",""https://peraturan.go.id/files/ps118-2018.pdf"",""8117"",""252"",""2018"",""212"",""118"",""16 November 2018"","""""																									
"Peraturan Menteri Kesehatan Nomor 77 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN KESEHATAN"",""77"",""2017"",""Sistem Klasifikasi Keamanan dan Akses Arsip Dinamis di Lingkungan Kementerian Kesehatan"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn39-2017.pdf"",""8054"",""194"",""2017"",""39"",""77"",""06 Januari 2017"","""""																									
"Peraturan Menteri Pertahanan Nomor 41 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""41"",""2017"",""JADWAL RETENSI ARSIP KEUANGAN DI LINGKUNGAN KEMENTERIAN PERTAHANAN"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn104-2017.pdf"",""4021"",""173"",""2017"",""104"",""41"",""12 Januari 2017"","""""																									
"Peraturan Menteri Perdagangan Nomor 05/M-DAG/PER/2/2017 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERDAGANGAN"",""05/M-DAG/PER/2/2017"",""2017"",""Jadwal Retensi Arsip Substantif  Bidang Perundingan Perdagangan Internasional,  Bidang Pengembangan Ekspor Nasional, dan  Bidang Pengawasan Perdagangan Berjangka Komoditi"",""Jakarta"",""10 Februari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn290-2017.pdf"",""3320"",""167"",""2017"",""290"",""05/M-DAG/PER/2/2017"",""16 Februari 2017"","""""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 1 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""1"",""2017"",""Pola Klasifikasi Arsip di Lingkungan Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi"",""Jakarta"",""01 Maret 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn369-2017.pdf"",""5714"",""206"",""2017"",""369"",""1"",""03 Maret 2017"","""""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 2 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""2"",""2017"",""Sistem Klasifikasi Keamanan dan Hak Akses Arsip Dinamis di Lingkungan Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi"",""Jakarta"",""01 Maret 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn370-2017.pdf"",""2637"",""237"",""2017"",""370"",""2"",""03 Maret 2017"","""""																									
"Peraturan Menteri Sosial Nomor 2 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN SOSIAL"",""2"",""2017"",""Petunjuk Pelaksanaan Pengelolaan Arsip Aset di Lingkungan Kementerian Sosial"",""Jakarta"",""07 Maret 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn391-2017.pdf"",""2039"",""210"",""2017"",""391"",""2"",""08 Maret 2017"","""""																									
"Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor P.21/MENLHK/SETJEN/KUM.1/3/2017 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN"",""P.21/MENLHK/SETJEN/KUM.1/3/2017"",""2017"",""Jadwal Retensi Arsip Kementerian Lingkungan Hidup dan Kehutanan"",""Jakarta"",""23 Maret 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn525-2017.pdf"",""6700"",""370"",""2017"",""525"",""P.21/MENLHK/SETJEN/KUM.1/3/2017"",""03 April 2017"","""""																									
"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 3 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI"",""3"",""2017"",""Pedoman Jadwal Retensi Arsip Kementerian Desa, Pembangunan  Daerah Tertinggal, dan Transmigrasi"",""Jakarta"",""05 April 2017"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 1 Tahun 2022 Tentang Jadwal Retensi Arsip Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi"",""https://peraturan.go.id/files/bn551-2017.pdf"",""806"",""209"",""2017"",""551"",""3"",""07 April 2017"","""""																									
"Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor P.24/MENLHK/SETJEN/KUM.1/4/2017 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN LINGKUNGAN HIDUP DAN KEHUTANAN"",""P.24/MENLHK/SETJEN/KUM.1/4/2017"",""2017"",""Jadwal Retensi Arsip Keuangan  Kementerian Lingkungan Hidup dan Kehutanan"",""Jakarta"",""04 April 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn566-2017.pdf"",""3786"",""231"",""2017"",""566"",""P.24/MENLHK/SETJEN/KUM.1/4/2017"",""12 April 2017"","""""																									
"Peraturan Menteri Pertanian Nomor 18/PERMENTAN/TU.110/5/2017 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTANIAN"",""18/PERMENTAN/TU.110/5/2017"",""2017"",""Klasifikasi Keamanan dan Akses Arsip Dinamis di Lingkungan Kementerian Pertanian"",""Jakarta"",""22 Mei 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn743-2017.pdf"",""4086"",""319"",""2017"",""743"",""18/PERMENTAN/TU.110/5/2017"",""23 Mei 2017"","""""																									
"Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 3 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN KOORDINATOR BIDANG POLITIK, HUKUM, DAN KEAMANAN"",""3"",""2017"",""Klasifikasi Arsip di Kementerian Koordinator Bidang Politik, Hukum, dan Keamanan"",""Jakarta"",""13 Juli 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1019-2017.pdf"",""2295"",""454"",""2017"",""1019"",""3"",""21 Juli 2017"","""""																									
"Peraturan Menteri Ketenagakerjaan Nomor 15 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN KETENAGAKERJAAN"",""15"",""2017"",""Tata Kearsipan Kementerian Ketenagakerjaan"",""Jakarta"",""09 Oktober 2017"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Ketenagakerjaan Nomor 26 Tahun 2021 Tentang Penyelenggaraan Kearsipan Dinamis Kementerian Ketenagakerjaan"",""https://peraturan.go.id/files/bn1401-2017.pdf"",""3915"",""168"",""2017"",""1401"",""15"",""09 Oktober 2017"","""""																									
"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 23 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""23"",""2017"",""Tata Kelola Arsip Vital dan Arsip Terjaga  di Lingkungan Kementerian Hukum dan Hak Asasi Manusia"",""Jakarta"",""14 November 2017"",""YASONNA H. LAOLY"",""Berlaku"",""https://peraturan.go.id/files/bn1668-2017.pdf"",""9226"",""460"",""2017"",""1668"",""23"",""21 November 2017"","""""																									
"Peraturan Menteri Riset, Teknologi, dan Pendidikan Tinggi Nomor 78 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN RISET, TEKNOLOGI, DAN PENDIDIKAN TINGGI"",""78"",""2017"",""Penyelengaraan Kearsipan di Lingkungan  Kementerian Riset, Teknologi, dan Pendidikan Tinggi"",""Jakarta"",""20 Desember 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1918-2017.pdf"",""434"",""219"",""2017"",""1918"",""78"",""28 Desember 2017"","""""																									
"Peraturan Menteri Dalam Negeri Nomor 135 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN DALAM NEGERI"",""135"",""2017"",""Perubahan Atas Peraturan Menteri Dalam Negeri Nomor 78 Tahun 2012 tentang Tata Kearsipan di Lingkungan Kementerian Dalam Negeri dan Pemerintah Daerah"",""Jakarta"",""27 Desember 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1953-2017.pdf"",""4033"",""775"",""2017"",""1953"",""135"",""29 Desember 2017"","""""																									
"Peraturan Menteri Perdagangan Nomor 99 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERDAGANGAN"",""99"",""2017"",""Klasifikasi Arsip Fasilitatif Kementerian Perdagangan"",""Jakarta"",""27 Desember 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1906-2017.pdf"",""5901"",""137"",""2017"",""1906"",""99"",""28 Desember 2017"","""""																									
"Peraturan Menteri Pertahanan Nomor 21 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""21"",""2017"",""Kode Pengelompokan Arsip di Lingkungan Kementerian Pertahanan"",""Jakarta"",""20 Desember 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1933-2017.pdf"",""6550"",""188"",""2017"",""1933"",""21"",""29 Desember 2017"","""""																									
"Peraturan Menteri Pertahanan Nomor 20 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""20"",""2017"",""Jadwal Retensi Arsip Substantif di Lingkungan Kementerian Pertahanan"",""Jakarta"",""20 Desember 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1932-2017.pdf"",""2149"",""333"",""2017"",""1932"",""20"",""29 Desember 2017"","""""																									
"Peraturan Menteri Pertahanan Nomor 26 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""26"",""2017"",""Sistem Akuntabilitas Kinerja Instansi Pemerintah  di Lingkungan Kementerian Pertahanan dan  Tentara Nasional Indonesia"",""Jakarta"",""29 November 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1850-2017.pdf"",""791"",""300"",""2017"",""1850"",""26"",""21 Desember 2017"","""""																									
"Peraturan Menteri Pertahanan Nomor 27 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""27"",""2017"",""Perlindungan, Pengamanan, dan Penyelamatan Dokumen/Arsip Vital Negara terhadap Bencana di Lingkungan Kementerian Pertahanan"",""Jakarta"",""28 Desember 2017"","""",""Berlaku"",""https://peraturan.go.idundefined"",""5319"",""7"",""2018"",""16"",""27"",""08 Januari 2018"","""""																									
"Peraturan Menteri Pertahanan Nomor 28 Tahun 2017,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""28"",""2017"",""Roadmap Kearsipan di Lingkungan Kementerian Pertahanan"",""Jakarta"",""28 Desember 2017"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4271"",""8"",""2018"",""17"",""28"",""08 Januari 2018"","""""																									
"Peraturan Arsip Nasional Nomor 1 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""1"",""2017"",""Kode Etik Pegawai Arsip Nasional Republik Indonesia"",""Jakarta"",""05 Januari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn94-2017.pdf"",""8983"",""142"",""2017"",""94"",""1"",""11 Januari 2017"","""""																									
"Peraturan Badan Ekonomi Kreatif Nomor 2 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""BADAN EKONOMI KREATIF"",""2"",""2017"",""Klasifikasi Arsip Di Lingkungan Badan Ekonomi Kreatif"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn253-2017.pdf"",""2313"",""168"",""2017"",""253"",""2"",""08 Februari 2017"","""""																									
"Peraturan Arsip Nasional Nomor 4 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""4"",""2017"",""Pelaksanaan Tugas Jabatan Fungsional Arsiparis"",""Jakarta"",""07 Februari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn264-2017.pdf"",""5197"",""452"",""2017"",""264"",""4"",""10 Februari 2017"","""""																									
"Peraturan Arsip Nasional Nomor 3 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""3"",""2017"",""Perubahan Atas Peraturan Kepala Arsip Nasional Republik Indonesia Nomor 40 Tahun 2015 Tentang Rencana Strategis Arsip Nasional Republik Indonesia Tahun 2015-2019"",""Jakarta"",""13 Januari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn263-2017.pdf"",""6476"",""228"",""2017"",""263"",""3"",""10 Februari 2017"","""""																									
"Peraturan Arsip Nasional Nomor 5 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""5"",""2017"",""Pedoman Penilaian Prestasi Kerja Jabatan Fungsional Arsiparis"",""Jakarta"",""07 Februari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn265-2017.pdf"",""8938"",""273"",""2017"",""265"",""5"",""10 Februari 2017"","""""																									
"Peraturan Arsip Nasional Nomor 6 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""6"",""2017"",""Tata Cara Pengangkatan Pegawai Negeri Sipil Dalam Jabatan Fungsional Arsiparis Melalui Penyesuaian/Inpassing"",""Jakarta"",""13 Februari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn309-2017.pdf"",""2790"",""167"",""2017"",""309"",""6"",""13 Februari 2017"","""""																									
"Peraturan Arsip Nasional Nomor 7 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""7"",""2017"",""Gerakan Nasional Sadar Tertib Arsip"",""Jakarta"",""16 Februari 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn310-2017.pdf"",""3925"",""167"",""2017"",""310"",""7"",""20 Februari 2017"","""""																									
"Peraturan Arsip Nasional Nomor 8 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""8"",""2017"",""Perubahan Atas Peraturan Kepala Arsip Nasional Republik Indonesia Nomor  36  Tahun 2016 tentang Petunjuk Pelaksanaan Sosialisasi Kearsipan dan Kelembagaan Melalui Lomba Kreativitas dan Apresiasi Kearsipan"",""Jakarta"",""06 Maret 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn424-2017.pdf"",""1046"",""142"",""2017"",""424"",""8"",""16 Maret 2017"","""""																									
"Peraturan Komisi Pemberantasan Korupsi Nomor 3 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMBERANTASAN KORUPSI"",""3"",""2017"",""Pedoman Kearsipan di Lingkungan Komisi Pemberantasan Korupsi"",""Jakarta"",""20 April 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn598-2017.pdf"",""2003"",""172"",""2017"",""598"",""3"",""21 April 2017"","""""																									
"Peraturan Arsip Nasional Nomor 9 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""9"",""2017"",""Pedoman Penyusutan Arsip di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"",""13 April 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn600-2017.pdf"",""7949"",""183"",""2017"",""600"",""9"",""21 April 2017"","""""																									
"Peraturan Arsip Nasional Nomor 10 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""10"",""2017"",""Perubahan Atas Peraturan Kepala Arsip Republik Indonesia Nomor 22 Tahun 2016 tentang Petunjuk Pelaksanaan Pemilihan Arsiparis Teladan dan Unit Pengolah Terbaik di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn601-2017.pdf"",""9812"",""157"",""2017"",""601"",""10"",""21 April 2017"","""""																									
"Peraturan Lembaga Sandi Negara Nomor 4 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""LEMBAGA SANDI NEGARA"",""4"",""2017"",""Jadwal Retensi Arsip Substantif Lembaga Sandi Negara"",""Jakarta"",""13 Desember 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn623-2017.pdf"",""4873"",""242"",""2017"",""623"",""4"",""08 Mei 2017"","""""																									
"Peraturan Arsip Nasional Nomor 11 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""11"",""2017"",""Petunjuk Teknis Pengadaan Tenaga Pramubakti di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"",""03 Juli 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn944-2017.pdf"",""9504"",""149"",""2017"",""944"",""11"",""11 Juli 2017"","""""																									
"Peraturan Lembaga Sandi Negara Nomor 9 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""LEMBAGA SANDI NEGARA"",""9"",""2017"",""Jadwal Retensi Arsip Fasilitatif Lembaga Sandi Negara"",""Jakarta"",""13 Juni 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn906-2017.pdf"",""9434"",""229"",""2017"",""906"",""9"",""05 Juli 2017"","""""																									
"Peraturan Arsip Nasional Nomor 13 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""13"",""2017"",""Perubahan Atas Peraturan Kepala Arsip Nasional Republik Indonesia   Nomor 52 Tahun 2015 tentang Indikator Kinerja Utama Tingkat Lembaga, Unit Kerja Eselon I Dan Unit Kerja Eselon Ii Mandiri di Lingkungan Arsip Nasional Republik Indonesia Tahun 2015-2019"",""Jakarta"",""17 Juli 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn984-2017.pdf"",""2235"",""156"",""2017"",""984"",""13"",""19 Juli 2017"","""""																									
"Peraturan Arsip Nasional Nomor 12 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""12"",""2017"",""Grand Design Pembinaan Sumber Daya Manusia Kearsipan"",""Jakarta"",""11 Juli 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn983-2017.pdf"",""9215"",""223"",""2017"",""983"",""12"",""04 Agustus 2017"","""""																									
"Peraturan Komisi Pemberantasan Korupsi Nomor 06 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMBERANTASAN KORUPSI"",""06"",""2017"",""Jadwal Retensi Arsip Substantif di Lingkungan Komisi Pemberantasan Korupsi"",""Jakarta"",""02 Agustus 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1072-2017.pdf"",""591"",""164"",""2017"",""1072"",""06"",""03 Agustus 2017"","""""																									
"Peraturan Komisi Pemberantasan Korupsi Nomor 07 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMBERANTASAN KORUPSI"",""07"",""2017"",""Pedoman Klasifikasi Keamanan dan Akses Arsip Dinamis di Lingkungan Komisi Pemberantasan Korupsi"",""Jakarta"",""02 Agustus 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1073-2017.pdf"",""9441"",""254"",""2017"",""1073"",""07"",""03 Agustus 2017"","""""																									
"Peraturan Arsip Nasional Nomor 14 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""14"",""2017"",""Perubahan Ketiga Atas Peraturan Kepala Arsip Nasional Republik Indonesia Nomor 6  Tahun 2013 tentang Pedoman Retensi Arsip Keuangan"",""Jakarta"",""01 Agustus 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1128-2017.pdf"",""10165"",""160"",""2017"",""1128"",""14"",""14 Agustus 2017"","""""																									
"Peraturan Badan Tenaga Nuklir Nasional Nomor 12 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""BADAN TENAGA NUKLIR NASIONAL"",""12"",""2017"",""Sistem Klasifikasi Keamanan dan Akses Arsip Dinamis"",""Jakarta"",""28 Agustus 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1186-2017.pdf"",""4736"",""207"",""2017"",""1186"",""12"",""29 Agustus 2017"","""""																									
"Peraturan Arsip Nasional Nomor 15 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""15"",""2017"",""Pedoman Pengadaan Calon Pegawai Negeri Sipil  di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"",""06 Oktober 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1405-2017.pdf"",""4461"",""153"",""2017"",""1405"",""15"",""10 Oktober 2017"","""""																									
"Peraturan Arsip Nasional Nomor 16 Tahun 2017,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""16"",""2017"",""Penyampaian Laporan Harta Kekayaan Penyelenggara Negara  di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"",""13 Oktober 2017"","""",""Berlaku"",""https://peraturan.go.id/files/bn1452-2017.pdf"",""1414"",""225"",""2017"",""1452"",""16"",""19 Oktober 2017"","""""																									
